RT,acc_spd,accuracy,angle,block,coherence,dataset,id,left_right,subj_idx,tdcs,trial_NR
802,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,46
301,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,47
451,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,48
284,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,49
585,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,50
618,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,51
569,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,52
452,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,53
384,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,54
501,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,55
401,acc,0,180,2,0.3467,leiden,L7.2,1,7,sham,56
452,acc,0,180,2,0.3467,leiden,L7.2,1,7,sham,57
501,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,58
618,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,59
452,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,60
1104,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,61
501,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,62
434,acc,0,180,2,0.3467,leiden,L7.2,1,7,sham,63
519,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,64
536,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,65
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,66
485,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,67
451,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,68
451,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,69
418,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,70
451,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,71
435,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,72
418,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,73
803,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,74
486,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,75
502,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,76
569,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,77
484,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,78
401,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,79
418,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,80
435,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,81
518,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,82
451,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,83
819,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,84
501,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,85
769,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,86
585,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,87
384,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,88
418,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,89
919,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,90
502,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,91
418,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,92
452,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,93
485,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,94
1003,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,95
535,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,96
484,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,97
435,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,98
367,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,99
619,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,100
601,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,101
636,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,102
819,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,103
602,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,104
618,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,105
552,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,106
301,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,107
501,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,108
568,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,109
502,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,110
402,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,111
351,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,112
418,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,113
351,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,114
451,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,115
401,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,116
518,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,117
502,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,118
601,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,119
468,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,120
485,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,121
836,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,122
434,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,123
351,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,124
535,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,125
585,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,126
484,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,127
619,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,128
484,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,129
418,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,130
334,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,131
485,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,132
451,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,133
435,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,134
452,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,135
501,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,136
384,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,137
502,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,138
769,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,139
468,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,140
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,141
401,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,142
435,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,143
518,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,144
618,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,145
518,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,146
401,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,147
552,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,148
468,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,149
535,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,150
886,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,151
418,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,152
551,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,153
920,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,154
434,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,155
552,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,156
418,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,157
452,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,158
385,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,159
384,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,160
518,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,161
518,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,162
435,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,163
568,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,164
418,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,165
518,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,166
468,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,167
434,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,168
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,169
418,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,170
351,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,171
367,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,172
485,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,173
418,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,174
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,175
518,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,176
735,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,177
435,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,178
535,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,179
652,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,180
535,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,181
635,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,182
368,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,183
485,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,184
552,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,185
651,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,186
1020,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,187
568,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,188
485,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,189
618,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,190
602,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,191
484,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,192
585,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,193
552,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,194
568,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,195
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,196
434,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,197
485,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,198
468,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,199
434,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,200
385,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,201
484,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,202
401,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,203
435,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,204
451,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,205
435,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,206
468,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,207
485,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,208
468,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,209
501,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,210
485,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,211
451,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,212
384,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,213
435,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,214
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,215
334,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,216
401,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,217
602,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,218
735,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,219
786,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,220
552,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,221
568,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,222
518,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,223
535,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,224
468,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,225
501,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,226
535,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,227
568,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,228
485,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,229
568,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,230
485,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,231
618,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,232
568,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,233
468,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,234
485,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,235
719,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,236
569,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,237
501,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,238
568,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,239
602,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,240
501,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,241
418,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,242
635,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,243
435,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,244
585,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,245
819,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,246
502,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,247
585,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,248
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,249
435,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,250
568,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,251
585,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,252
685,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,253
435,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,254
468,acc,0,180,2,0.3467,leiden,L7.2,1,7,sham,255
551,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,256
568,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,257
452,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,258
417,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,259
569,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,260
501,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,261
418,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,262
468,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,263
735,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,264
518,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,265
485,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,266
551,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,267
702,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,268
635,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,269
585,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,270
802,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,271
502,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,272
551,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,273
552,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,274
451,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,275
484,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,276
619,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,277
551,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,278
535,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,279
518,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,280
535,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,281
685,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,282
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,283
518,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,284
451,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,285
518,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,286
769,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,287
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,288
468,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,289
602,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,290
452,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,291
685,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,292
602,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,293
719,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,294
619,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,295
485,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,296
635,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,297
585,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,298
535,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,299
501,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,300
501,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,301
468,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,302
485,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,303
501,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,304
301,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,305
401,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,306
418,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,307
484,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,308
318,acc,0,180,2,0.3467,leiden,L7.2,1,7,sham,309
418,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,310
402,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,311
685,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,312
618,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,313
418,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,314
434,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,315
368,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,316
568,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,317
385,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,318
535,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,319
418,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,320
435,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,321
351,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,322
385,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,323
384,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,324
435,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,325
586,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,326
402,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,327
452,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,328
618,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,329
618,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,330
452,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,331
585,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,332
485,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,333
719,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,334
819,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,335
367,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,336
518,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,337
468,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,338
468,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,339
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,340
585,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,341
618,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,342
736,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,343
401,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,344
484,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,345
385,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,346
434,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,347
468,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,348
451,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,349
401,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,350
819,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,351
619,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,352
1036,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,353
568,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,354
602,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,355
551,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,356
502,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,357
434,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,358
451,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,359
552,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,360
618,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,361
485,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,362
451,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,363
501,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,364
736,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,365
718,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,366
669,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,367
1053,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,368
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,369
551,acc,0,180,2,0.3467,leiden,L7.2,1,7,sham,370
635,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,371
568,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,372
485,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,373
669,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,374
502,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,375
652,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,376
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,377
452,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,378
535,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,379
435,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,380
468,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,381
434,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,382
518,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,383
452,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,384
417,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,385
468,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,386
485,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,387
501,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,388
535,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,389
518,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,390
518,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,391
585,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,392
485,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,393
501,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,394
401,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,395
719,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,396
585,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,397
468,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,398
418,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,399
518,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,400
552,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,401
485,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,402
669,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,403
986,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,404
418,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,405
618,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,406
435,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,407
434,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,408
418,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,409
418,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,410
668,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,411
451,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,412
552,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,413
652,acc,0,180,2,0.3467,leiden,L7.2,1,7,sham,414
618,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,415
752,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,416
518,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,417
769,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,418
485,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,419
485,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,420
334,spd,0,180,2,0.3467,leiden,L7.2,2,7,sham,421
452,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,422
402,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,423
502,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,424
418,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,425
534,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,426
468,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,427
585,acc,0,180,2,0.3467,leiden,L7.2,1,7,sham,428
485,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,429
568,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,430
368,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,431
468,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,432
484,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,433
502,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,434
435,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,435
518,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,436
485,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,437
501,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,438
602,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,439
451,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,440
485,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,441
602,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,442
451,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,443
602,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,444
585,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,445
468,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,446
468,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,447
551,spd,1,180,2,0.3467,leiden,L7.2,2,7,sham,448
435,acc,1,180,2,0.3467,leiden,L7.2,1,7,sham,449
484,spd,1,180,2,0.3467,leiden,L7.2,1,7,sham,450
267,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,451
435,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,452
468,acc,0,180,2,0.3467,leiden,L7.2,2,7,sham,453
802,spd,0,180,2,0.3467,leiden,L7.2,1,7,sham,454
401,acc,1,180,2,0.3467,leiden,L7.2,2,7,sham,455
